-0.502192351,-0.137186845
-0.07891709,0.728519628
0.116971271,0.334427386
-0.581790685,0.327908137
-0.825259426,-0.724279461
0.089886144,0.1283192
-0.201633952,0.539903692
0.123379501,0.036300736
-0.388854247,0.247987373
-0.913814185,1.543868646
-0.438089981,0.442650913
0.261961291,0.800768674
-0.814379125,-0.786898894
-0.72022155,-0.160106943
-1.157729462,-0.364890645
-0.091113561,1.476375152
-0.137929612,-0.165261198
-0.690014321,-0.537086598
0.182907684,0.452866409
1.065402327,1.372920757
-0.101629238,1.164395249
-1.776775632,-0.348968832
-0.522283351,0.883943922
-0.363440327,0.960624279
0.043779068,-1.605074185
-0.447062182,-1.72920108
0.178864849,1.732685923
-2.271925486,-0.286855891
-1.398825616,0.880973069
1.38129873,-0.035817669
-0.261995775,-0.190618564
-0.378883557,2.046600245
0.129834137,-0.552580678
0.637994243,0.493667164
-0.069916948,-0.115057056
0.448903273,-0.697307413
-1.162419322,0.84645205
-2.062096019,-1.020006427
-1.087528349,-0.309470101
1.008451873,-1.292261278
0.896822272,0.405113532
-1.34534931,-2.345152904
0.709581583,0.218041023
0.216367873,0.816040258
1.727175755,0.773720168
-0.557122291,0.958384177
-0.892957402,-1.448964802
-0.530296455,1.85287517
-0.832495798,-0.058129205
-1.178683141,-1.606085496
-0.332923351,1.014029423
-0.46914734,0.49537804
-1.457993723,-1.075671957
-0.776417285,-0.708028803
1.240101459,0.527010322
0.172593506,0.306787919
-0.614533829,-1.545003495
-0.330975435,-0.054302125
1.018119992,0.287726687
-0.302541011,1.247525658
-0.773713355,-0.019659826
-0.583946981,0.067457951
-1.545261657,-1.221881078
-0.279791554,0.732587909
-0.469569954,0.023201426
-0.417794433,-0.945348572
0.689046194,-0.054018498
1.348184378,1.057803263
-0.150926188,0.319053788
-0.040154681,0.37493507
-0.408425029,-2.054470469
0.156821916,0.650030074
-0.981834413,-1.455360945
-0.437347677,-0.665639289
0.418995991,0.325680012
1.034686455,1.949319026
-0.017946817,-0.029934099
0.2502469,-0.166834962
-0.113353705,-0.142311969
0.264086823,0.252406814
-0.242269499,-0.070012073
-0.177271868,0.599577366
0.006737787,-0.542045499
-0.252489783,-0.724168024
0.202542145,0.834258899
0.632074062,0.49046626
-0.091070644,0.205165284
-0.054684939,-1.795636314
0.358369241,-0.143497182
1.268308841,2.512217386
-1.239722842,-0.109015649
0.124019289,-0.391534603
0.620228003,0.923451885
-0.093198351,-0.302247018
